ZONE I=361 J=100 K=1
1.877460e+00 -9.948463e-02 -4.851302e-01 -2.448641e+06
1.878886e+00 -9.789590e-02 -4.851302e-01 -2.447782e+06
1.880273e+00 -9.628384e-02 -4.851302e-01 -2.446960e+06
1.881628e+00 -9.465843e-02 -4.851302e-01 -2.446152e+06
1.882946e+00 -9.301521e-02 -4.851302e-01 -2.445371e+06
1.884228e+00 -9.135359e-02 -4.851302e-01 -2.444625e+06
1.885482e+00 -8.968763e-02 -4.851302e-01 -2.443877e+06
1.886697e+00 -8.800181e-02 -4.851302e-01 -2.443174e+06
1.887883e+00 -8.631052e-02 -4.851302e-01 -2.442476e+06
1.889041e+00 -8.461337e-02 -4.851302e-01 -2.441786e+06
1.890157e+00 -8.289727e-02 -4.851302e-01 -2.441148e+06
1.891253e+00 -8.118421e-02 -4.851302e-01 -2.440493e+06
1.892308e+00 -7.945397e-02 -4.851302e-01 -2.439890e+06
1.893342e+00 -7.772561e-02 -4.851302e-01 -2.439276e+06
1.894336e+00 -7.598296e-02 -4.851302e-01 -2.438710e+06
1.895310e+00 -7.424323e-02 -4.851302e-01 -2.438133e+06
1.896247e+00 -7.249217e-02 -4.851302e-01 -2.437597e+06
1.897160e+00 -7.074057e-02 -4.851302e-01 -2.437064e+06
1.898043e+00 -6.898410e-02 -4.851302e-01 -2.436552e+06
1.898892e+00 -6.721994e-02 -4.851302e-01 -2.436074e+06
1.899719e+00 -6.545733e-02 -4.851302e-01 -2.435595e+06
1.900517e+00 -6.369085e-02 -4.851302e-01 -2.435138e+06
1.901288e+00 -6.192193e-02 -4.851302e-01 -2.434698e+06
1.902033e+00 -6.015189e-02 -4.851302e-01 -2.434270e+06
1.902756e+00 -5.838254e-02 -4.851302e-01 -2.433848e+06
1.903447e+00 -5.660881e-02 -4.851302e-01 -2.433454e+06
1.904116e+00 -5.483555e-02 -4.851302e-01 -2.433069e+06
1.904755e+00 -5.305867e-02 -4.851302e-01 -2.432712e+06
1.905371e+00 -5.128304e-02 -4.851302e-01 -2.432361e+06
1.905962e+00 -4.950617e-02 -4.851302e-01 -2.432028e+06
1.906528e+00 -4.772908e-02 -4.851302e-01 -2.431710e+06
1.907071e+00 -4.595237e-02 -4.851302e-01 -2.431404e+06
1.907597e+00 -4.417936e-02 -4.851302e-01 -2.431090e+06
1.908097e+00 -4.240463e-02 -4.851302e-01 -2.430802e+06
1.908563e+00 -4.062587e-02 -4.851302e-01 -2.430558e+06
1.909022e+00 -3.885430e-02 -4.851302e-01 -2.430283e+06
1.909447e+00 -3.707829e-02 -4.851302e-01 -2.430057e+06
1.909858e+00 -3.530656e-02 -4.851302e-01 -2.429817e+06
1.910250e+00 -3.353606e-02 -4.851302e-01 -2.429586e+06
1.910613e+00 -3.176381e-02 -4.851302e-01 -2.429387e+06
1.910957e+00 -2.999296e-02 -4.851302e-01 -2.429196e+06
1.911279e+00 -2.822275e-02 -4.851302e-01 -2.429019e+06
1.911581e+00 -2.645385e-02 -4.851302e-01 -2.428850e+06
1.911863e+00 -2.468564e-02 -4.851302e-01 -2.428695e+06
1.912128e+00 -2.291920e-02 -4.851302e-01 -2.428540e+06
1.912377e+00 -2.115417e-02 -4.851302e-01 -2.428387e+06
1.912598e+00 -1.938824e-02 -4.851302e-01 -2.428265e+06
1.912801e+00 -1.762335e-02 -4.851302e-01 -2.428151e+06
1.912981e+00 -1.585851e-02 -4.851302e-01 -2.428058e+06
1.913141e+00 -1.409437e-02 -4.851302e-01 -2.427976e+06
1.913290e+00 -1.233199e-02 -4.851302e-01 -2.427881e+06
1.913414e+00 -1.056924e-02 -4.851302e-01 -2.427814e+06
1.913516e+00 -8.806752e-03 -4.851302e-01 -2.427765e+06
1.913602e+00 -7.044980e-03 -4.851302e-01 -2.427716e+06
1.913674e+00 -5.283715e-03 -4.851302e-01 -2.427667e+06
1.913722e+00 -3.522374e-03 -4.851302e-01 -2.427639e+06
1.913750e+00 -1.761142e-03 -4.851302e-01 -2.427625e+06
1.913756e+00 -5.231800e-09 -4.851302e-01 -2.427628e+06
1.904992e+00 -5.231800e-09 -4.882918e-01 -2.450242e+06
1.904987e+00 1.608174e-03 -4.882918e-01 -2.450239e+06
1.904959e+00 3.216355e-03 -4.882918e-01 -2.450259e+06
1.904913e+00 4.824604e-03 -4.882918e-01 -2.450288e+06
1.904851e+00 6.433028e-03 -4.882918e-01 -2.450326e+06
1.904773e+00 8.041795e-03 -4.882918e-01 -2.450371e+06
1.904681e+00 9.651343e-03 -4.882918e-01 -2.450416e+06
1.904566e+00 1.126080e-02 -4.882918e-01 -2.450483e+06
1.904436e+00 1.287100e-02 -4.882918e-01 -2.450556e+06
1.904287e+00 1.448149e-02 -4.882918e-01 -2.450642e+06
1.904120e+00 1.609266e-02 -4.882918e-01 -2.450737e+06
1.903937e+00 1.770459e-02 -4.882918e-01 -2.450841e+06
1.903734e+00 1.931700e-02 -4.882918e-01 -2.450958e+06
1.903507e+00 2.092869e-02 -4.882918e-01 -2.451100e+06
1.903268e+00 2.254275e-02 -4.882918e-01 -2.451235e+06
1.903009e+00 2.415697e-02 -4.882918e-01 -2.451386e+06
1.902732e+00 2.577199e-02 -4.882918e-01 -2.451548e+06
1.902438e+00 2.738848e-02 -4.882918e-01 -2.451715e+06
1.902125e+00 2.900577e-02 -4.882918e-01 -2.451894e+06
1.901795e+00 3.062470e-02 -4.882918e-01 -2.452078e+06
1.901439e+00 3.224226e-02 -4.882918e-01 -2.452290e+06
1.901066e+00 3.386139e-02 -4.882918e-01 -2.452506e+06
1.900676e+00 3.548215e-02 -4.882918e-01 -2.452729e+06
1.900261e+00 3.710188e-02 -4.882918e-01 -2.452974e+06
1.899834e+00 3.872594e-02 -4.882918e-01 -2.453210e+06
1.899377e+00 4.034630e-02 -4.882918e-01 -2.453482e+06
1.898907e+00 4.197046e-02 -4.882918e-01 -2.453748e+06
1.898412e+00 4.359375e-02 -4.882918e-01 -2.454034e+06
1.897893e+00 4.521598e-02 -4.882918e-01 -2.454339e+06
1.897356e+00 4.684026e-02 -4.882918e-01 -2.454648e+06
1.896796e+00 4.846378e-02 -4.882918e-01 -2.454973e+06
1.896207e+00 5.008321e-02 -4.882918e-01 -2.455327e+06
1.895601e+00 5.170552e-02 -4.882918e-01 -2.455679e+06
1.894974e+00 5.332903e-02 -4.882918e-01 -2.456036e+06
1.894316e+00 5.494668e-02 -4.882918e-01 -2.456427e+06
1.893642e+00 5.656812e-02 -4.882918e-01 -2.456812e+06
1.892932e+00 5.817980e-02 -4.882918e-01 -2.457242e+06
1.892204e+00 5.979443e-02 -4.882918e-01 -2.457669e+06
1.891451e+00 6.140608e-02 -4.882918e-01 -2.458112e+06
1.890677e+00 6.301981e-02 -4.882918e-01 -2.458554e+06
1.889873e+00 6.462665e-02 -4.882918e-01 -2.459026e+06
1.889037e+00 6.622466e-02 -4.882918e-01 -2.459531e+06
1.888185e+00 6.782778e-02 -4.882918e-01 -2.460022e+06
1.887300e+00 6.942123e-02 -4.882918e-01 -2.460546e+06
1.886384e+00 7.100670e-02 -4.882918e-01 -2.461096e+06
1.885442e+00 7.258809e-02 -4.882918e-01 -2.461659e+06
1.884476e+00 7.416593e-02 -4.882918e-01 -2.462230e+06
1.883480e+00 7.573701e-02 -4.882918e-01 -2.462820e+06
1.882453e+00 7.729668e-02 -4.882918e-01 -2.463438e+06
1.881399e+00 7.885128e-02 -4.882918e-01 -2.464065e+06
1.880316e+00 8.039779e-02 -4.882918e-01 -2.464708e+06
1.879203e+00 8.193362e-02 -4.882918e-01 -2.465373e+06
1.878061e+00 8.346094e-02 -4.882918e-01 -2.466052e+06
1.876883e+00 8.496875e-02 -4.882918e-01 -2.466770e+06
1.875678e+00 8.646963e-02 -4.882918e-01 -2.467494e+06
1.874441e+00 8.795422e-02 -4.882918e-01 -2.468245e+06
1.873174e+00 8.942708e-02 -4.882918e-01 -2.469009e+06
1.871876e+00 9.088551e-02 -4.882918e-01 -2.469792e+06
1.870544e+00 9.232264e-02 -4.882918e-01 -2.470605e+06
1.869179e+00 9.374070e-02 -4.882918e-01 -2.471443e+06
1.867786e+00 9.514480e-02 -4.882918e-01 -2.472289e+06
1.866362e+00 9.652980e-02 -4.882918e-01 -2.473152e+06
1.864900e+00 9.788374e-02 -4.882918e-01 -2.474055e+06
1.863406e+00 9.921348e-02 -4.882918e-01 -2.474981e+06
1.861884e+00 1.005247e-01 -4.882918e-01 -2.475915e+06
1.860328e+00 1.018077e-01 -4.882918e-01 -2.476874e+06
1.858739e+00 1.030579e-01 -4.882918e-01 -2.477865e+06
1.857120e+00 1.042824e-01 -4.882918e-01 -2.478870e+06
1.855468e+00 1.054727e-01 -4.882918e-01 -2.479903e+06
1.853789e+00 1.066372e-01 -4.882918e-01 -2.480945e+06
1.852076e+00 1.077600e-01 -4.882918e-01 -2.482022e+06
1.850335e+00 1.088514e-01 -4.882918e-01 -2.483114e+06
1.848564e+00 1.099037e-01 -4.882918e-01 -2.484229e+06
1.846763e+00 1.109109e-01 -4.882918e-01 -2.485377e+06
1.844936e+00 1.118815e-01 -4.882918e-01 -2.486538e+06
1.843083e+00 1.128141e-01 -4.882918e-01 -2.487712e+06
1.841203e+00 1.137001e-01 -4.882918e-01 -2.488912e+06
1.839298e+00 1.145408e-01 -4.882918e-01 -2.490132e+06
1.837369e+00 1.153325e-01 -4.882918e-01 -2.491374e+06
1.835418e+00 1.160784e-01 -4.882918e-01 -2.492631e+06
1.833445e+00 1.167734e-01 -4.882918e-01 -2.493908e+06
1.831451e+00 1.174160e-01 -4.882918e-01 -2.495204e+06
1.829439e+00 1.180057e-01 -4.882918e-01 -2.496518e+06
1.827410e+00 1.185491e-01 -4.882918e-01 -2.497836e+06
1.825365e+00 1.190323e-01 -4.882918e-01 -2.499177e+06
1.823306e+00 1.194606e-01 -4.882918e-01 -2.500528e+06
1.821233e+00 1.198238e-01 -4.882918e-01 -2.501902e+06
1.819150e+00 1.201314e-01 -4.882918e-01 -2.503284e+06
1.817058e+00 1.203775e-01 -4.882918e-01 -2.504679e+06
1.814959e+00 1.205681e-01 -4.882918e-01 -2.506076e+06
1.812854e+00 1.206974e-01 -4.882918e-01 -2.507483e+06
1.810746e+00 1.207654e-01 -4.882918e-01 -2.508897e+06
1.808637e+00 1.207656e-01 -4.882918e-01 -2.510325e+06
1.806529e+00 1.207043e-01 -4.882918e-01 -2.511758e+06
1.804422e+00 1.205861e-01 -4.882918e-01 -2.513188e+06
1.802320e+00 1.204073e-01 -4.882918e-01 -2.514619e+06
1.800224e+00 1.201721e-01 -4.882918e-01 -2.516044e+06
1.798137e+00 1.198644e-01 -4.882918e-01 -2.517483e+06
1.796060e+00 1.195016e-01 -4.882918e-01 -2.518910e+06
1.793995e+00 1.190723e-01 -4.882918e-01 -2.520340e+06
1.791946e+00 1.185774e-01 -4.882918e-01 -2.521771e+06
1.789911e+00 1.180337e-01 -4.882918e-01 -2.523182e+06
1.787895e+00 1.174249e-01 -4.882918e-01 -2.524594e+06
1.785897e+00 1.167633e-01 -4.882918e-01 -2.525991e+06
1.783921e+00 1.160438e-01 -4.882918e-01 -2.527381e+06
1.781969e+00 1.152673e-01 -4.882918e-01 -2.528763e+06
1.780039e+00 1.144397e-01 -4.882918e-01 -2.530129e+06
1.778133e+00 1.135679e-01 -4.882918e-01 -2.531473e+06
1.776255e+00 1.126405e-01 -4.882918e-01 -2.532810e+06
1.774407e+00 1.116603e-01 -4.882918e-01 -2.534137e+06
1.772586e+00 1.106367e-01 -4.882918e-01 -2.535444e+06
1.770794e+00 1.095718e-01 -4.882918e-01 -2.536728e+06
1.769035e+00 1.084561e-01 -4.882918e-01 -2.538000e+06
1.767308e+00 1.073008e-01 -4.882918e-01 -2.539249e+06
1.765613e+00 1.061069e-01 -4.882918e-01 -2.540475e+06
1.763953e+00 1.048700e-01 -4.882918e-01 -2.541686e+06
1.762327e+00 1.035960e-01 -4.882918e-01 -2.542875e+06
1.760737e+00 1.022859e-01 -4.882918e-01 -2.544044e+06
1.759177e+00 1.009523e-01 -4.882918e-01 -2.545178e+06
1.757659e+00 9.957465e-02 -4.882918e-01 -2.546307e+06
1.756171e+00 9.817872e-02 -4.882918e-01 -2.547397e+06
1.754722e+00 9.674778e-02 -4.882918e-01 -2.548475e+06
1.753303e+00 9.530275e-02 -4.882918e-01 -2.549513e+06
1.751925e+00 9.382308e-02 -4.882918e-01 -2.550541e+06
1.750583e+00 9.232182e-02 -4.882918e-01 -2.551544e+06
1.749274e+00 9.080220e-02 -4.882918e-01 -2.552522e+06
1.747997e+00 8.926918e-02 -4.882918e-01 -2.553469e+06
1.746758e+00 8.771315e-02 -4.882918e-01 -2.554401e+06
1.745550e+00 8.614623e-02 -4.882918e-01 -2.555303e+06
1.744382e+00 8.455587e-02 -4.882918e-01 -2.556193e+06
1.743242e+00 8.296111e-02 -4.882918e-01 -2.557047e+06
1.742138e+00 8.134948e-02 -4.882918e-01 -2.557883e+06
1.741069e+00 7.972569e-02 -4.882918e-01 -2.558697e+06
1.740026e+00 7.809852e-02 -4.882918e-01 -2.559479e+06
1.739023e+00 7.645496e-02 -4.882918e-01 -2.560248e+06
1.738042e+00 7.481197e-02 -4.882918e-01 -2.560983e+06
1.737103e+00 7.315186e-02 -4.882918e-01 -2.561710e+06
1.736189e+00 7.149170e-02 -4.882918e-01 -2.562407e+06
1.735301e+00 6.982981e-02 -4.882918e-01 -2.563076e+06
1.734448e+00 6.815739e-02 -4.882918e-01 -2.563733e+06
1.733623e+00 6.648331e-02 -4.882918e-01 -2.564366e+06
1.732824e+00 6.480763e-02 -4.882918e-01 -2.564976e+06
1.732057e+00 6.312622e-02 -4.882918e-01 -2.565571e+06
1.731312e+00 6.144688e-02 -4.882918e-01 -2.566139e+06
1.730599e+00 5.976212e-02 -4.882918e-01 -2.566695e+06
1.729910e+00 5.807821e-02 -4.882918e-01 -2.567227e+06
1.729242e+00 5.639716e-02 -4.882918e-01 -2.567734e+06
1.728610e+00 5.470910e-02 -4.882918e-01 -2.568236e+06
1.727994e+00 5.302687e-02 -4.882918e-01 -2.568708e+06
1.727399e+00 5.134688e-02 -4.882918e-01 -2.569157e+06
1.726837e+00 4.966220e-02 -4.882918e-01 -2.569600e+06
1.726296e+00 4.798014e-02 -4.882918e-01 -2.570023e+06
1.725777e+00 4.630005e-02 -4.882918e-01 -2.570426e+06
1.725276e+00 4.462334e-02 -4.882918e-01 -2.570807e+06
1.724805e+00 4.294448e-02 -4.882918e-01 -2.571182e+06
1.724354e+00 4.126860e-02 -4.882918e-01 -2.571538e+06
1.723920e+00 3.959628e-02 -4.882918e-01 -2.571875e+06
1.723506e+00 3.792598e-02 -4.882918e-01 -2.572195e+06
1.723114e+00 3.625764e-02 -4.882918e-01 -2.572501e+06
1.722740e+00 3.459163e-02 -4.882918e-01 -2.572791e+06
1.722385e+00 3.292799e-02 -4.882918e-01 -2.573065e+06
1.722054e+00 3.126493e-02 -4.882918e-01 -2.573329e+06
1.721742e+00 2.960429e-02 -4.882918e-01 -2.573578e+06
1.721446e+00 2.794647e-02 -4.882918e-01 -2.573810e+06
1.721159e+00 2.629335e-02 -4.882918e-01 -2.574018e+06
1.720902e+00 2.463858e-02 -4.882918e-01 -2.574226e+06
1.720663e+00 2.298595e-02 -4.882918e-01 -2.574419e+06
1.720438e+00 2.133594e-02 -4.882918e-01 -2.574595e+06
1.720228e+00 1.968827e-02 -4.882918e-01 -2.574755e+06
1.720035e+00 1.804225e-02 -4.882918e-01 -2.574900e+06
1.719863e+00 1.639689e-02 -4.882918e-01 -2.575037e+06
1.719709e+00 1.475274e-02 -4.882918e-01 -2.575162e+06
1.719570e+00 1.311027e-02 -4.882918e-01 -2.575271e+06
1.719451e+00 1.146848e-02 -4.882918e-01 -2.575372e+06
1.719347e+00 9.828003e-03 -4.882918e-01 -2.575457e+06
1.719255e+00 8.188907e-03 -4.882918e-01 -2.575525e+06
1.719182e+00 6.550240e-03 -4.882918e-01 -2.575582e+06
1.719120e+00 4.912415e-03 -4.882918e-01 -2.575622e+06
1.719086e+00 3.274465e-03 -4.882918e-01 -2.575661e+06
1.719061e+00 1.637162e-03 -4.882918e-01 -2.575680e+06
1.719049e+00 -5.231800e-09 -4.882918e-01 -2.575682e+06
1.719061e+00 -1.637173e-03 -4.882918e-01 -2.575680e+06
1.719086e+00 -3.274476e-03 -4.882918e-01 -2.575661e+06
1.719120e+00 -4.912426e-03 -4.882918e-01 -2.575622e+06
1.719182e+00 -6.550251e-03 -4.882918e-01 -2.575582e+06
1.719255e+00 -8.188917e-03 -4.882918e-01 -2.575525e+06
1.719347e+00 -9.828013e-03 -4.882918e-01 -2.575457e+06
1.719451e+00 -1.146849e-02 -4.882918e-01 -2.575372e+06
1.719570e+00 -1.311029e-02 -4.882918e-01 -2.575271e+06
1.719709e+00 -1.475275e-02 -4.882918e-01 -2.575162e+06
1.719863e+00 -1.639690e-02 -4.882918e-01 -2.575037e+06
1.720035e+00 -1.804226e-02 -4.882918e-01 -2.574900e+06
1.720228e+00 -1.968828e-02 -4.882918e-01 -2.574755e+06
1.720438e+00 -2.133595e-02 -4.882918e-01 -2.574595e+06
1.720663e+00 -2.298596e-02 -4.882918e-01 -2.574419e+06
1.720902e+00 -2.463859e-02 -4.882918e-01 -2.574226e+06
1.721159e+00 -2.629336e-02 -4.882918e-01 -2.574018e+06
1.721446e+00 -2.794648e-02 -4.882918e-01 -2.573810e+06
1.721742e+00 -2.960430e-02 -4.882918e-01 -2.573578e+06
1.722054e+00 -3.126494e-02 -4.882918e-01 -2.573329e+06
1.722385e+00 -3.292800e-02 -4.882918e-01 -2.573065e+06
1.722740e+00 -3.459165e-02 -4.882918e-01 -2.572791e+06
1.723114e+00 -3.625765e-02 -4.882918e-01 -2.572501e+06
1.723506e+00 -3.792599e-02 -4.882918e-01 -2.572195e+06
1.723920e+00 -3.959629e-02 -4.882918e-01 -2.571875e+06
1.724354e+00 -4.126861e-02 -4.882918e-01 -2.571538e+06
1.724805e+00 -4.294449e-02 -4.882918e-01 -2.571182e+06
1.725276e+00 -4.462335e-02 -4.882918e-01 -2.570807e+06
1.725777e+00 -4.630006e-02 -4.882918e-01 -2.570426e+06
1.726296e+00 -4.798015e-02 -4.882918e-01 -2.570023e+06
1.726837e+00 -4.966221e-02 -4.882918e-01 -2.569600e+06
1.727399e+00 -5.134689e-02 -4.882918e-01 -2.569157e+06
1.727994e+00 -5.302688e-02 -4.882918e-01 -2.568708e+06
1.728610e+00 -5.470911e-02 -4.882918e-01 -2.568236e+06
1.729242e+00 -5.639717e-02 -4.882918e-01 -2.567734e+06
1.729910e+00 -5.807822e-02 -4.882918e-01 -2.567227e+06
1.730599e+00 -5.976213e-02 -4.882918e-01 -2.566695e+06
1.731312e+00 -6.144690e-02 -4.882918e-01 -2.566139e+06
1.732057e+00 -6.312623e-02 -4.882918e-01 -2.565571e+06
1.732824e+00 -6.480764e-02 -4.882918e-01 -2.564976e+06
1.733623e+00 -6.648332e-02 -4.882918e-01 -2.564366e+06
1.734448e+00 -6.815740e-02 -4.882918e-01 -2.563733e+06
1.735301e+00 -6.982982e-02 -4.882918e-01 -2.563076e+06
1.736189e+00 -7.149171e-02 -4.882918e-01 -2.562407e+06
1.737103e+00 -7.315187e-02 -4.882918e-01 -2.561710e+06
1.738042e+00 -7.481198e-02 -4.882918e-01 -2.560983e+06
1.739023e+00 -7.645497e-02 -4.882918e-01 -2.560248e+06
1.740026e+00 -7.809853e-02 -4.882918e-01 -2.559479e+06
1.741069e+00 -7.972570e-02 -4.882918e-01 -2.558697e+06
1.742138e+00 -8.134949e-02 -4.882918e-01 -2.557883e+06
1.743242e+00 -8.296112e-02 -4.882918e-01 -2.557047e+06
1.744382e+00 -8.455588e-02 -4.882918e-01 -2.556193e+06
1.745550e+00 -8.614624e-02 -4.882918e-01 -2.555303e+06
1.746758e+00 -8.771316e-02 -4.882918e-01 -2.554401e+06
1.747997e+00 -8.926919e-02 -4.882918e-01 -2.553469e+06
1.749274e+00 -9.080221e-02 -4.882918e-01 -2.552522e+06
1.750583e+00 -9.232183e-02 -4.882918e-01 -2.551544e+06
1.751925e+00 -9.382309e-02 -4.882918e-01 -2.550541e+06
1.753303e+00 -9.530276e-02 -4.882918e-01 -2.549513e+06
1.754722e+00 -9.674779e-02 -4.882918e-01 -2.548475e+06
1.756171e+00 -9.817873e-02 -4.882918e-01 -2.547397e+06
1.757659e+00 -9.957466e-02 -4.882918e-01 -2.546307e+06
1.759177e+00 -1.009523e-01 -4.882918e-01 -2.545178e+06
1.760737e+00 -1.022859e-01 -4.882918e-01 -2.544044e+06
1.762327e+00 -1.035960e-01 -4.882918e-01 -2.542875e+06
1.763953e+00 -1.048700e-01 -4.882918e-01 -2.541686e+06
1.765613e+00 -1.061069e-01 -4.882918e-01 -2.540475e+06
1.767308e+00 -1.073008e-01 -4.882918e-01 -2.539249e+06
1.769035e+00 -1.084561e-01 -4.882918e-01 -2.538000e+06
1.770794e+00 -1.095718e-01 -4.882918e-01 -2.536728e+06
1.772586e+00 -1.106367e-01 -4.882918e-01 -2.535444e+06
1.774407e+00 -1.116603e-01 -4.882918e-01 -2.534137e+06
1.776255e+00 -1.126405e-01 -4.882918e-01 -2.532810e+06
1.778133e+00 -1.135679e-01 -4.882918e-01 -2.531473e+06
1.780039e+00 -1.144397e-01 -4.882918e-01 -2.530129e+06
1.781969e+00 -1.152673e-01 -4.882918e-01 -2.528763e+06
1.783921e+00 -1.160439e-01 -4.882918e-01 -2.527381e+06
1.785897e+00 -1.167633e-01 -4.882918e-01 -2.525991e+06
1.787895e+00 -1.174249e-01 -4.882918e-01 -2.524594e+06
1.789911e+00 -1.180337e-01 -4.882918e-01 -2.523182e+06
1.791946e+00 -1.185774e-01 -4.882918e-01 -2.521771e+06
1.793995e+00 -1.190723e-01 -4.882918e-01 -2.520340e+06
1.796060e+00 -1.195016e-01 -4.882918e-01 -2.518910e+06
1.798137e+00 -1.198644e-01 -4.882918e-01 -2.517483e+06
1.800224e+00 -1.201721e-01 -4.882918e-01 -2.516044e+06
1.802320e+00 -1.204073e-01 -4.882918e-01 -2.514619e+06
1.804422e+00 -1.205862e-01 -4.882918e-01 -2.513188e+06
1.806529e+00 -1.207044e-01 -4.882918e-01 -2.511758e+06
1.808637e+00 -1.207656e-01 -4.882918e-01 -2.510325e+06
1.810746e+00 -1.207654e-01 -4.882918e-01 -2.508897e+06
1.812854e+00 -1.206974e-01 -4.882918e-01 -2.507483e+06
1.814959e+00 -1.205681e-01 -4.882918e-01 -2.506076e+06
1.817058e+00 -1.203775e-01 -4.882918e-01 -2.504679e+06
1.819150e+00 -1.201314e-01 -4.882918e-01 -2.503284e+06
1.821233e+00 -1.198238e-01 -4.882918e-01 -2.501902e+06
1.823306e+00 -1.194606e-01 -4.882918e-01 -2.500528e+06
1.825365e+00 -1.190323e-01 -4.882918e-01 -2.499177e+06
1.827410e+00 -1.185491e-01 -4.882918e-01 -2.497836e+06
1.829439e+00 -1.180058e-01 -4.882918e-01 -2.496518e+06
1.831451e+00 -1.174160e-01 -4.882918e-01 -2.495204e+06
1.833445e+00 -1.167734e-01 -4.882918e-01 -2.493908e+06
1.835418e+00 -1.160785e-01 -4.882918e-01 -2.492631e+06
1.837369e+00 -1.153325e-01 -4.882918e-01 -2.491374e+06
1.839298e+00 -1.145408e-01 -4.882918e-01 -2.490132e+06
1.841203e+00 -1.137001e-01 -4.882918e-01 -2.488912e+06
1.843083e+00 -1.128141e-01 -4.882918e-01 -2.487712e+06
1.844936e+00 -1.118815e-01 -4.882918e-01 -2.486538e+06
1.846763e+00 -1.109110e-01 -4.882918e-01 -2.485377e+06
1.848564e+00 -1.099038e-01 -4.882918e-01 -2.484229e+06
1.850335e+00 -1.088514e-01 -4.882918e-01 -2.483114e+06
1.852076e+00 -1.077601e-01 -4.882918e-01 -2.482022e+06
1.853789e+00 -1.066372e-01 -4.882918e-01 -2.480945e+06
1.855468e+00 -1.054727e-01 -4.882918e-01 -2.479903e+06
1.857120e+00 -1.042824e-01 -4.882918e-01 -2.478870e+06
1.858739e+00 -1.030579e-01 -4.882918e-01 -2.477865e+06
1.860328e+00 -1.018077e-01 -4.882918e-01 -2.476874e+06
1.861884e+00 -1.005247e-01 -4.882918e-01 -2.475915e+06
1.863406e+00 -9.921349e-02 -4.882918e-01 -2.474981e+06
1.864900e+00 -9.788375e-02 -4.882918e-01 -2.474055e+06
1.866362e+00 -9.652981e-02 -4.882918e-01 -2.473152e+06
1.867786e+00 -9.514481e-02 -4.882918e-01 -2.472289e+06
1.869179e+00 -9.374071e-02 -4.882918e-01 -2.471443e+06
1.870544e+00 -9.232265e-02 -4.882918e-01 -2.470605e+06
1.871876e+00 -9.088552e-02 -4.882918e-01 -2.469792e+06
1.873174e+00 -8.942709e-02 -4.882918e-01 -2.469009e+06
1.874441e+00 -8.795423e-02 -4.882918e-01 -2.468245e+06
1.875678e+00 -8.646964e-02 -4.882918e-01 -2.467494e+06
1.876883e+00 -8.496876e-02 -4.882918e-01 -2.466770e+06
1.878061e+00 -8.346095e-02 -4.882918e-01 -2.466052e+06
1.879203e+00 -8.193363e-02 -4.882918e-01 -2.465373e+06
1.880316e+00 -8.039780e-02 -4.882918e-01 -2.464708e+06
1.881399e+00 -7.885129e-02 -4.882918e-01 -2.464065e+06
1.882453e+00 -7.729669e-02 -4.882918e-01 -2.463438e+06
1.883480e+00 -7.573702e-02 -4.882918e-01 -2.462820e+06
1.884476e+00 -7.416594e-02 -4.882918e-01 -2.462230e+06
1.885442e+00 -7.258810e-02 -4.882918e-01 -2.461659e+06
1.886384e+00 -7.100671e-02 -4.882918e-01 -2.461096e+06
1.887300e+00 -6.942124e-02 -4.882918e-01 -2.460546e+06
1.888185e+00 -6.782779e-02 -4.882918e-01 -2.460022e+06
1.889037e+00 -6.622467e-02 -4.882918e-01 -2.459531e+06
1.889873e+00 -6.462666e-02 -4.882918e-01 -2.459026e+06
1.890677e+00 -6.301982e-02 -4.882918e-01 -2.458554e+06
1.891451e+00 -6.140609e-02 -4.882918e-01 -2.458112e+06
1.892204e+00 -5.979444e-02 -4.882918e-01 -2.457668e+06
1.892932e+00 -5.817981e-02 -4.882918e-01 -2.457242e+06
1.893642e+00 -5.656813e-02 -4.882918e-01 -2.456812e+06
1.894316e+00 -5.494669e-02 -4.882918e-01 -2.456427e+06
1.894974e+00 -5.332904e-02 -4.882918e-01 -2.456036e+06
1.895601e+00 -5.170553e-02 -4.882918e-01 -2.455679e+06
1.896207e+00 -5.008322e-02 -4.882918e-01 -2.455327e+06
1.896796e+00 -4.846379e-02 -4.882918e-01 -2.454973e+06
1.897356e+00 -4.684027e-02 -4.882918e-01 -2.454648e+06
1.897893e+00 -4.521600e-02 -4.882918e-01 -2.454339e+06
1.898412e+00 -4.359376e-02 -4.882918e-01 -2.454034e+06
1.898907e+00 -4.197047e-02 -4.882918e-01 -2.453748e+06
1.899377e+00 -4.034631e-02 -4.882918e-01 -2.453482e+06
1.899834e+00 -3.872595e-02 -4.882918e-01 -2.453210e+06
1.900261e+00 -3.710189e-02 -4.882918e-01 -2.452974e+06
1.900676e+00 -3.548216e-02 -4.882918e-01 -2.452729e+06
1.901066e+00 -3.386140e-02 -4.882918e-01 -2.452506e+06
1.901439e+00 -3.224227e-02 -4.882918e-01 -2.452290e+06
1.901795e+00 -3.062471e-02 -4.882918e-01 -2.452078e+06
1.902125e+00 -2.900578e-02 -4.882918e-01 -2.451894e+06
1.902438e+00 -2.738850e-02 -4.882918e-01 -2.451715e+06
1.902732e+00 -2.577201e-02 -4.882918e-01 -2.451548e+06
1.903009e+00 -2.415698e-02 -4.882918e-01 -2.451386e+06
